Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
fsh-generated/resources/EpisodeOfCare-exemplo-episodeofcare-episodio-finalizado.json	765	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	11	9	0	0	0	0	0	0
fsh-generated/resources/Flag-ExampleFlagHighRiskPregnancy.json	896	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	10	10	0	0	0	0	0	0
fsh-generated/resources/Immunization-ExampleImmunizationCovid19.json	383	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	10	0	0	0	0	0	0
fsh-generated/resources/Medication-exemplo-medication-paracetamol.json	1078	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	11	10	0	0	0	0	0	0
fsh-generated/resources/MedicationRequest-exemplo-medicationRequest-medicacao-prescrita.json	1176	1	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	12	19	0	0	0	0	0	0
fsh-generated/resources/MedicationStatement-c5d03567-a9e6-4a3b-b593-45f7a65a5cd8.json	1039	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	11	10	0	0	0	0	0	0
fsh-generated/resources/Observation-exemplo-observation-desordem-sono.json	1522	2	0	0	0	0	0	0	0	228	0	0	0	0	0	0	0	0	0	0	16	13	0	0	0	0	0	0
fsh-generated/resources/Observation-exemplo-observation-dor.json	1501	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	20	9	0	0	0	0	0	0
fsh-generated/resources/Observation-exemplo-observation-duracao-sintomas-localizacao.json	770	1	0	0	0	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	10	7	0	0	0	0	0	0
fsh-generated/resources/Observation-exemplo-observation-number-healthcare-visits-last-12-months.json	654	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	9	10	0	0	0	0	0	0
fsh-generated/resources/Observation-exemplo-observation-pregnancy.json	1347	1	0	0	0	0	0	0	0	236	0	0	0	0	0	0	0	0	0	0	12	7	0	0	0	0	0	0
fsh-generated/resources/Organization-P5Organization.json	79	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	7	0	0	0	0	0	0
fsh-generated/resources/Organization-TCCSTeam.json	80	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	5	0	0	0	0	0	0
fsh-generated/resources/Patient-exemplo-patient-1.json	672	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	9	10	0	0	0	0	0	0
fsh-generated/resources/Patient-exemplo-patient-2.json	679	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	14	6	0	0	0	0	0	0
fsh-generated/resources/Patient-exemplo-patient-3.json	687	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	14	7	0	0	0	0	0	0
fsh-generated/resources/Practitioner-exemplo-practitioner-1.json	501	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	14	7	0	0	0	0	0	0
fsh-generated/resources/QuestionnaireResponse-exemplo-questionnaireResponse.json	851	1	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	29	11	0	0	0	0	0	0
fsh-generated/resources/RelatedPerson-exemplo-relatedPerson-1.json	732	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	10	9	0	0	0	0	0	0
fsh-generated/resources/RelatedPerson-exemplo-relatedPerson-2.json	736	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	8	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-Extension-GrantedOrganization.json	3056	1	1	0	0	0	0	12	0	15	0	0	0	0	0	0	0	1	0	0	98	711	0	0	0	3	1	0
fsh-generated/resources/StructureDefinition-HumanMessages.json	2385	2	0	0	0	0	0	41	0	10	0	0	0	0	0	0	0	0	0	0	177	749	0	0	0	6	0	1
fsh-generated/resources/StructureDefinition-PatientIdentifier.json	1430	2	0	0	0	0	0	19	0	7	0	0	1	0	0	0	0	0	0	0	51	136	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-RelatedPersonTCCS.json	1929	1	0	0	0	0	0	38	0	11	0	0	0	0	0	0	0	1	0	0	148	437	0	0	0	5	0	0
fsh-generated/resources/StructureDefinition-allergy-intolerance-patient-allergy.json	3743	2	0	0	0	0	0	107	0	95	0	0	0	0	0	0	0	1	0	0	412	818	0	0	0	12	0	2
fsh-generated/resources/StructureDefinition-care-plan-treatmentPlan.json	3980	2	1	0	0	0	0	95	0	104	0	0	4	0	0	0	0	1	0	0	380	851	0	0	0	11	0	0
fsh-generated/resources/StructureDefinition-condition-chronic-disease-asthma.json	2523	1	0	0	0	0	0	43	0	24	0	0	1	0	0	0	0	1	0	0	320	525	0	0	0	9	0	1
fsh-generated/resources/StructureDefinition-condition-chronic-disease-chronic-obstructive-pulmonary-disease.json	2636	2	0	0	0	0	0	42	0	16	0	0	0	0	0	0	0	1	0	0	323	581	0	0	0	10	0	1
fsh-generated/resources/StructureDefinition-condition-chronic-disease-diabetes.json	2547	1	0	0	0	0	0	40	0	17	0	0	0	0	0	0	0	1	0	0	343	477	0	0	0	9	0	1
fsh-generated/resources/StructureDefinition-condition-chronic-disease-dyslipidemia.json	2563	2	0	0	0	0	0	32	0	14	0	0	0	0	0	0	0	1	0	0	348	312	0	0	0	9	0	0
fsh-generated/resources/StructureDefinition-condition-chronic-disease-hypertension.json	2562	2	0	0	0	0	0	70	0	15	0	0	0	0	0	0	0	1	0	0	314	277	0	0	0	10	0	1
fsh-generated/resources/StructureDefinition-condition-chronic-disease.json	2157	1	0	0	0	0	0	44	0	19	0	0	0	0	0	0	0	1	0	0	259	256	0	0	0	8	0	0
fsh-generated/resources/StructureDefinition-condition-critical-disease.json	2229	2	0	0	0	0	0	44	0	63	0	0	0	0	0	0	0	1	0	0	276	267	0	0	0	8	0	1
fsh-generated/resources/StructureDefinition-condition-diagnosis.json	4144	2	0	0	0	0	0	44	0	253	0	0	0	0	0	0	0	0	0	0	265	247	0	0	0	9	0	1
fsh-generated/resources/StructureDefinition-encounter-ai-algorithm.json	2725	1	1	0	0	0	0	80	0	31	0	0	0	0	0	0	0	2	0	0	405	697	0	0	0	12	1	1
fsh-generated/resources/StructureDefinition-encounter-finish.json	2780	2	0	0	0	0	0	64	0	29	0	0	1	0	0	0	0	1	0	0	421	557	0	0	0	14	0	1
fsh-generated/resources/StructureDefinition-encounter-follow-up.json	2763	2	0	0	0	0	0	67	0	28	0	0	0	0	0	0	0	2	0	0	425	361	0	0	0	13	0	1
fsh-generated/resources/StructureDefinition-encounter-validation.json	2775	1	0	0	0	0	0	40	0	31	0	0	0	0	0	0	0	1	0	0	419	400	0	0	0	13	0	0
fsh-generated/resources/StructureDefinition-episodeOfCare-standard.json	1632	2	0	0	0	0	0	10	0	16	0	0	0	0	0	0	0	1	0	0	145	138	0	0	0	5	0	1
fsh-generated/resources/StructureDefinition-flag-critical-disease.json	2566	1	0	0	0	0	0	24	0	17	0	0	0	0	0	0	0	0	0	0	197	176	0	0	0	6	0	0
fsh-generated/resources/StructureDefinition-flag-detail.json	1435	1	0	0	0	0	0	4	0	7	0	0	0	0	0	0	0	1	0	0	49	63	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-immunization-vaccine.json	1771	2	0	0	0	0	0	28	0	48	0	0	0	0	0	0	0	0	0	0	264	447	0	0	0	8	0	1
fsh-generated/resources/StructureDefinition-medication-request-standard.json	3469	2	1	0	0	0	0	67	0	45	0	0	1	0	0	0	0	2	0	0	513	825	0	0	0	17	0	1
fsh-generated/resources/StructureDefinition-medication-standard.json	2412	2	0	0	0	0	0	34	0	24	0	0	0	0	0	0	0	1	0	0	289	244	0	0	0	8	0	1
fsh-generated/resources/StructureDefinition-medication-statement-standard.json	2963	2	0	0	0	0	0	49	0	32	0	0	0	0	0	0	0	1	0	0	394	432	0	0	0	12	0	0
fsh-generated/resources/StructureDefinition-observation-number-healthcare-visits-last-12-months.json	3267	2	0	0	0	0	0	84	0	23	0	0	0	0	0	0	0	1	0	0	325	416	0	0	0	9	0	1
fsh-generated/resources/StructureDefinition-observation-pregnancy.json	7016	2	0	0	0	0	0	79	1	55	0	0	0	0	0	0	0	3	0	0	726	735	0	0	0	14	1	2
fsh-generated/resources/StructureDefinition-observation-symptom-duration-body-site.json	2016	1	0	0	0	0	0	26	0	123	0	0	0	0	0	0	0	1	0	0	297	381	0	0	0	5	0	0
fsh-generated/resources/StructureDefinition-observation-symptom-severity.json	2889	2	0	0	0	0	0	29	0	166	0	0	0	0	0	0	0	1	0	0	406	516	0	0	0	8	0	1
fsh-generated/resources/StructureDefinition-observation-symptom.json	2657	1	0	0	0	0	0	32	0	180	0	0	0	0	0	0	0	1	0	0	383	409	0	0	0	7	0	1
fsh-generated/resources/StructureDefinition-patient-tccs.json	1594	2	0	0	0	0	0	9	0	9	0	0	0	0	0	0	0	1	0	0	228	247	0	0	0	7	0	0
fsh-generated/resources/StructureDefinition-probability.json	1400	1	0	0	0	0	0	3	0	5	0	0	0	0	0	0	0	0	0	0	50	54	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-questionnaire-response-app.json	2052	2	1	0	0	0	0	12	0	7	0	0	0	0	0	0	0	0	0	0	189	179	0	0	0	4	0	1
fsh-generated/resources/ValueSet-episode-of-care-status-subset.json	760	1	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	14	3045	0	0	0	0	0	0
